,car_name,brand,year,mileage,location,transmission,plate_type,rear_camera,sun_roof,auto_retract_mirror,electric_parking_brake,map_navigator,vehicle_stability_control,keyless_push_start,sports_mode,camera_view,power_sliding_door,auto_cruise_control,price,instalment
303,XENIA R SPORTY 1.3,Daihatsu,2018,71.0,Tangerang Selatan,Automatic,odd plate,1,0,0,0,1,0,0,0,0,0,0,156000000,3180000
304,AVANZA G 1.3,Toyota,2019,78.0,Tangerang Selatan,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,179000000,3650000
305,BRIO SATYA E 1.2,Honda,2019,79.0,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,156000000,3180000
306,CONFERO S 1.5,Wuling,2018,92.0,Jakarta Timur,Manual,even plate,1,0,0,0,0,0,0,0,0,0,0,105000000,2140000
307,SIENTA G 1.5,Toyota,2019,35.0,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,1,0,1,0,187000000,3810000
308,BRIO SATYA E 1.2,Honda,2018,82.0,Jakarta Timur,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,141000000,2870000
309,BRIO SATYA E 1.2,Honda,2019,34.0,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,158000000,3220000
310,BR-V E 1.5,Honda,2019,22.0,Jakarta Timur,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,203000000,4139999
311,MOBILIO E PRESTIGE 1.5,Honda,2014,97.0,Tangerang Selatan,Automatic,even plate,1,0,0,0,0,0,0,1,0,0,0,138000000,2810000
312,SIENTA G 1.5,Toyota,2018,94.0,Depok,Automatic,even plate,1,0,0,0,0,0,0,0,0,1,0,168000000,3420000
313,XPANDER ULTIMATE 1.5,Mitsubishi,2018,98.0,Jakarta Timur,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,212000000,4320000
314,AYLA R 1.2,Daihatsu,2018,74.0,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,124000000,2530000
315,MARCH 1.5,Nissan,2014,75.0,Bogor,Automatic,even plate,0,0,0,0,0,1,1,0,0,0,0,126000000,2570000
316,RUSH S TRD SPORTIVO 1.5,Toyota,2018,31.0,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,212000000,4320000
317,MARCH 1.2,Nissan,2017,19.0,Bogor,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,124000000,2530000
318,FORTUNER VRZ GR SPORT 2.8,Toyota,2022,16.0,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,542000000,11040000
319,KIJANG INNOVA REBORN V 2.0,Toyota,2019,65.0,Jakarta Pusat,Automatic,even plate,1,0,1,0,0,0,0,0,0,0,0,315000000,6420000
320,XPANDER EXCEED 1.5,Mitsubishi,2019,56.0,Bekasi,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,205000000,4179999
321,AVANZA G 1.3,Toyota,2019,58.0,Bekasi,Manual,even plate,0,0,1,0,0,0,0,0,0,0,0,177000000,3610000
322,KIJANG INNOVA G 2.0,Toyota,2021,33.0,Depok,Automatic,odd plate,1,0,0,0,0,0,0,1,0,0,0,319000000,6500000
323,MOBILIO E 1.5,Honda,2014,92.0,Jakarta Barat,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,132000000,2690000
324,S-PRESSO 1.0,Suzuki,2023,245.0,Bogor,Automatic,odd plate,0,0,0,0,0,1,0,0,0,0,0,145000000,2950000
325,KIJANG INNOVA G 2.0,Toyota,2014,140.0,Jakarta Timur,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,180000000,3670000
326,IGNIS GX 1.2,Suzuki,2017,114.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,129000000,2630000
327,XPANDER ULTIMATE 1.5,Mitsubishi,2019,71.0,Jakarta Utara,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,1,222000000,4520000
328,TERIOS X DLX 1.5,Daihatsu,2020,39.0,Jakarta Timur,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,204000000,4160000
329,AGYA G TRD 1.2,Toyota,2019,34.0,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,135000000,2750000
330,BRIO SATYA E 1.2,Honda,2018,41.0,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,146000000,2970000
331,XPANDER SPORT 1.5,Mitsubishi,2018,89.0,Bekasi,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,203000000,4139999
332,XPANDER ULTIMATE 1.5,Mitsubishi,2018,85.0,Bekasi,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,214000000,4360000
333,XPANDER ULTIMATE 1.5,Mitsubishi,2018,66.0,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,215000000,4380000
334,XPANDER ULTIMATE 1.5,Mitsubishi,2019,66.0,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,224000000,4560000
335,XPANDER ULTIMATE 1.5,Mitsubishi,2019,76.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,223000000,4540000
336,KIJANG INNOVA Q 2.0,Toyota,2016,92.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,285000000,5810000
337,BALENO HATCHBACK 1.4,Suzuki,2017,91.0,Bekasi,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,161000000,3280000
338,KIJANG INNOVA REBORN V 2.0,Toyota,2017,98.0,Tangerang Selatan,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,277000000,5640000
339,BRIO RS 1.2,Honda,2019,77.0,Bogor,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,180000000,3670000
340,SIENTA V 1.5,Toyota,2019,44.0,Bekasi,Automatic,odd plate,0,0,1,0,0,0,0,0,0,1,0,198000000,4030000
341,XPANDER EXCEED 1.5,Mitsubishi,2019,65.0,Jakarta Pusat,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,206000000,4200000
342,XPANDER ULTIMATE 1.5,Mitsubishi,2018,98.0,Bogor,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,211000000,4300000
343,AGYA G TRD 1.2,Toyota,2018,44.0,Jakarta Pusat,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,132000000,2690000
344,SERENA HIGHWAY STAR 2.0,Nissan,2019,32.0,Jakarta Timur,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,326000000,6640000
345,RUSH S TRD SPORTIVO 1.5,Toyota,2018,78.0,Bogor,Automatic,even plate,1,0,1,0,0,0,0,0,0,0,0,213000000,4340000
346,XENIA R DLX 1.3,Daihatsu,2014,49.0,Jakarta Timur,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,124000000,2530000
347,MARCH 1.2,Nissan,2013,136.0,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,96000000,1960000
348,MOBILIO E 1.5,Honda,2015,112.0,Jakarta Barat,Automatic,even plate,1,0,1,0,0,0,0,0,0,0,0,141000000,2870000
349,FORTUNER VRZ 4X2 2.4,Toyota,2017,95.0,Tangerang Selatan,Automatic,even plate,1,0,0,0,0,0,0,1,0,0,0,380000000,7740000
350,BRIO RS 1.2,Honda,2019,64.0,Tangerang Selatan,Automatic,odd plate,0,0,1,0,0,0,0,1,0,0,0,180000000,3670000
351,BRIO RS 1.2,Honda,2020,11.0,Bogor,Automatic,even plate,1,0,0,0,0,0,0,0,0,0,0,188000000,3830000
352,YARIS S TRD 1.5,Toyota,2018,33.0,Tangerang Selatan,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,211000000,4300000
353,TERIOS ADVENTURE R 1.5,Daihatsu,2015,111.0,Bogor,Automatic,even plate,1,0,1,0,0,0,0,0,0,0,0,154000000,3140000
354,AVANZA VELOZ 1.3,Toyota,2018,63.0,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,170000000,3460000
355,RUSH S TRD SPORTIVO 1.5,Toyota,2018,66.0,Bogor,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,213000000,4340000
356,BRIO SATYA E 1.2,Honda,2020,29.0,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,166000000,3380000
357,PAJERO SPORT DAKAR 4X2 2.4,Mitsubishi,2018,61.0,Jakarta Utara,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,429000000,8740000
358,KIJANG INNOVA Q 2.0,Toyota,2018,65.0,Bekasi,Automatic,odd plate,1,0,0,0,0,0,0,1,0,0,0,317000000,6460000
359,TERIOS R DLX 1.5,Daihatsu,2020,69.0,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,0,0,0,1,0,0,217000000,4420000
360,BRIO RS 1.2,Honda,2018,42.0,Bogor,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,152000000,3100000
361,SPARK PREMIER 1.4,Chevrolet,2019,17.0,Bekasi,Automatic,even plate,0,0,0,0,0,1,0,0,0,0,0,139000000,2830000
362,LIVINA VL 1.5,Nissan,2019,30.0,Bekasi,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,201000000,4099999
363,CARRY PICK UP 1.5,Suzuki,2021,2.0,Depok,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,102000000,2080000
364,BRIO SATYA E 1.2,Honda,2018,70.0,Bekasi,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,155000000,3160000
365,BRIO SATYA E 1.2,Honda,2018,44.0,Jakarta Selatan,Automatic,odd plate,1,0,0,0,0,0,0,1,0,0,0,144000000,2930000
366,XPANDER ULTIMATE 1.5,Mitsubishi,2017,42.0,Depok,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,211000000,4300000
367,XPANDER ULTIMATE 1.5,Mitsubishi,2018,85.0,Bekasi,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,213000000,4340000
368,AGYA G TRD SPORTIVO 1.2,Toyota,2021,40.0,Depok,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,148000000,3020000
369,AVANZA G 1.3,Toyota,2017,88.0,Bogor,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,152000000,3100000
370,AVANZA E 1.3,Toyota,2020,53.0,Jakarta Barat,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,172000000,3500000
371,KIJANG INNOVA G 2.0,Toyota,2016,119.0,Bekasi,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,242000000,4930000
372,FORTUNER VRZ 4X2 2.4,Toyota,2017,51.0,Jakarta Barat,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,390000000,7950000
373,KIJANG INNOVA REBORN G 2.0,Toyota,2017,46.0,Jakarta Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,261000000,5320000
374,BRIO SATYA E 1.2,Honda,2016,15.0,Bogor,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,131000000,2670000
375,BRIO E 1.2,Honda,2014,30.0,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,121000000,2470000
376,BRIO SATYA E 1.2,Honda,2020,11.0,Bandung,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,164000000,3340000
377,CX-5 HIGH 2.5,Mazda,2014,82.0,Jakarta Utara,Automatic,even plate,1,1,0,0,0,0,0,0,0,0,0,200000000,4080000
378,ERTIGA SPORT GT 1.5,Suzuki,2019,57.0,Bekasi,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,201000000,4099999
379,BRIO SATYA E 1.2,Honda,2022,4.0,Bogor,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,172000000,3500000
380,RAIZE GR 1.0,Toyota,2021,20.0,Depok,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,223000000,4540000
381,IGNIS GL 1.2,Suzuki,2018,60.0,Depok,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,130000000,2650000
382,2 R SKYACTIV 1.5,Mazda,2016,73.0,Bekasi,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,190000000,3870000
383,KIJANG INNOVA G 2.0,Toyota,2018,71.0,Bogor,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,263000000,5360000
384,BR-V PRESTIGE 1.5,Honda,2019,67.0,Bandung,Automatic,odd plate,0,0,1,0,0,0,0,1,0,0,0,213000000,4340000
385,BRIO SATYA E 1.2,Honda,2019,19.0,Depok,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,160000000,3260000
386,SIGRA R STD 1.2,Daihatsu,2020,11.0,Bogor,Manual,even plate,0,0,1,0,0,0,0,0,0,0,0,129000000,2630000
387,BRIO SATYA E 1.2,Honda,2019,57.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,159000000,3240000
388,ECOSPORT TITANIUM 1.5,Ford,2014,124.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,121000000,2470000
389,XPANDER ULTIMATE 1.5,Mitsubishi,2017,88.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,209000000,4260000
390,GRAND LIVINA HIGHWAY STAR 1.5,Nissan,2015,64.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,132000000,2690000
391,SERENA HIGHWAY STAR 2.0,Nissan,2016,109.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,224000000,4560000
392,ROCKY X 1.2,Daihatsu,2022,19.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,200000000,4080000
393,SIRION 1.3,Daihatsu,2021,13.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,177000000,3610000
394,TERIOS R 1.5,Daihatsu,2019,67.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,209000000,4260000
395,GO PANCA T LIVE 1.2,Datsun,2019,40.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,105000000,2140000
396,MOBILIO E PRESTIGE 1.5,Honda,2015,88.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,144000000,2930000
397,BRIO RS 1.2,Honda,2016,65.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,141000000,2870000
398,XPANDER ULTIMATE 1.5,Mitsubishi,2018,109.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,209000000,4260000
399,XPANDER CROSS 1.5,Mitsubishi,2019,41.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,235000000,4790000
400,GRAND LIVINA HIGHWAY STAR AUTECH 1.5,Nissan,2014,107.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,137000000,2790000
401,GRAND LIVINA X-GEAR 1.5,Nissan,2016,117.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,135000000,2750000
402,GRAND LIVINA HIGHWAY STAR AUTECH 1.5,Nissan,2017,118.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,148000000,3020000
403,GRAND LIVINA HIGHWAY STAR AUTECH 1.5,Nissan,2017,72.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,156000000,3180000
404,CARRY PICK UP 1.5,Suzuki,2020,13.0,Unkown,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,109000000,2220000
405,CX-5 GT 2.5,Mazda,2015,134.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,258000000,5260000
406,PAJERO SPORT DAKAR ULTIMATE 4X2 2.4,Mitsubishi,2019,43.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,443000000,9030000
407,ERTIGA GL 1.4,Suzuki,2017,57.0,Unkown,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,141000000,2870000
408,BRIO SATYA E 1.2,Honda,2019,38.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,161000000,3280000
409,BRIO SATYA E 1.2,Honda,2019,44.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,160000000,3260000
410,BRIO SATYA E 1.2,Honda,2019,69.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,159000000,3240000
411,BRIO RS 1.2,Honda,2020,39.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,185000000,3770000
412,BR-V E 1.5,Honda,2017,102.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,175000000,3570000
413,XPANDER EXCEED 1.5,Mitsubishi,2018,39.0,Unkown,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,197000000,4010000
414,XPANDER ULTIMATE 1.5,Mitsubishi,2018,45.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
415,XPANDER ULTIMATE 1.5,Mitsubishi,2018,46.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
416,XPANDER ULTIMATE 1.5,Mitsubishi,2018,57.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
417,XPANDER ULTIMATE 1.5,Mitsubishi,2018,47.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
418,AVANZA G 1.3,Toyota,2014,99.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
419,AVANZA G 1.3,Toyota,2018,48.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,161000000,3280000
420,AVANZA G 1.3,Toyota,2019,59.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,181000000,3690000
421,AVANZA G 1.3,Toyota,2019,38.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,182000000,3710000
422,KIJANG INNOVA V 2.0,Toyota,2016,104.0,Unkown,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,256000000,5220000
423,CALYA G 1.2,Toyota,2018,88.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,124000000,2530000
424,KIJANG INNOVA G 2.0,Toyota,2013,135.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,171000000,3480000
425,KIJANG INNOVA REBORN G 2.4,Toyota,2019,28.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,339000000,6910000
426,RAIZE TURBO G 1.0,Toyota,2021,39.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,210000000,4280000
427,RUSH S TRD SPORTIVO 1.5,Toyota,2018,79.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,212000000,4320000
428,SIENTA V 1.5,Toyota,2016,85.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,174000000,3550000
429,SIENTA V 1.5,Toyota,2018,104.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,186000000,3790000
430,YARIS S TRD 1.5,Toyota,2019,58.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,221000000,4500000
431,XPANDER SPORT 1.5,Mitsubishi,2017,41.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,199000000,4050000
432,CONFERO S 1.5,Wuling,2019,51.0,Unkown,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,109000000,2220000
433,CALYA E 1.2,Toyota,2019,78.0,Unkown,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,120000000,2440000
434,XPANDER ULTIMATE 1.5,Mitsubishi,2018,61.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,210000000,4280000
435,ERTIGA GX 1.5,Suzuki,2019,58.0,Unkown,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,178000000,3630000
436,KIJANG INNOVA REBORN G 2.0,Toyota,2019,86.0,Unkown,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,281000000,5730000
437,GO+ PANCA T 1.2,Datsun,2016,25.0,Unkown,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,78000000,1590000
438,2 GT 1.5,Mazda,2016,83.0,Unkown,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,187000000,3810000
439,JAZZ RS 1.5,Honda,2017,83.0,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,1,210000000,4280000
440,LIVINA VL 1.5,Nissan,2019,71.0,Jakarta Timur,Automatic,even plate,1,0,0,0,0,0,1,0,0,0,0,179000000,3650000
441,YARIS S TRD 1.5,Toyota,2018,78.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,202000000,4120000
442,BRIO SATYA E 1.2,Honda,2020,51.0,Bogor,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,151000000,3080000
443,HR-V E 1.5,Honda,2016,93.0,Jakarta Selatan,Automatic,odd plate,0,0,0,1,0,0,0,0,0,0,0,195000000,3970000
444,TERIOS R 1.5,Daihatsu,2018,94.0,Jakarta Pusat,Automatic,odd plate,0,0,0,0,0,1,1,0,0,0,0,187000000,3810000
445,AVANZA G 1.3,Toyota,2021,41.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,174000000,3550000
446,KIJANG INNOVA REBORN G 2.0,Toyota,2017,63.0,Jakarta Pusat,Manual,even plate,0,0,0,0,0,0,0,1,0,0,0,236000000,4810000
447,LIVINA VL 1.5,Nissan,2019,52.0,Jakarta Timur,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,206000000,4200000
448,BRIO RS 1.2,Honda,2018,80.0,Tangerang Selatan,Manual,even plate,0,0,1,0,0,0,0,0,0,0,0,134000000,2730000
449,MOBILIO RS 1.5,Honda,2018,36.0,Jakarta Utara,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,173000000,3520000
450,RUSH S TRD SPORTIVO 1.5,Toyota,2018,61.0,Jakarta Timur,Manual,even plate,0,0,1,0,0,0,1,0,0,0,0,198000000,4030000
451,HR-V SE 1.5,Honda,2019,60.0,Jakarta Timur,Automatic,odd plate,0,0,1,1,0,0,0,0,0,0,0,258000000,5260000
452,TERIOS R 1.5,Daihatsu,2019,53.0,Bekasi,Manual,odd plate,1,0,1,0,0,0,0,0,0,0,0,195000000,3970000
453,BRIO SATYA E 1.2,Honda,2018,71.0,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,136000000,2770000
