,car_name,brand,year,mileage,location,transmission,plate_type,rear_camera,sun_roof,auto_retract_mirror,electric_parking_brake,map_navigator,vehicle_stability_control,keyless_push_start,sports_mode,camera_view,power_sliding_door,auto_cruise_control,price,instalment
454,ERTIGA GX 1.4,Suzuki,2014,122.0,Surabaya,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,129000000,2630000
455,MOBILIO E 1.5,Honda,2016,82.0,Bekasi,Automatic,odd plate,1,0,0,0,0,0,0,1,0,0,0,144000000,2930000
456,AGYA G TRD 1.2,Toyota,2019,99.0,Bekasi,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,128000000,2610000
457,CARRY PICK UP 1.5,Suzuki,2019,18.0,Bandung,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,92000000,1870000
458,RUSH S 1.5,Toyota,2014,74.0,Jakarta Utara,Manual,odd plate,0,0,1,0,0,0,0,0,0,0,0,150000000,3060000
459,AYLA R 1.2,Daihatsu,2019,33.0,Tangerang Selatan,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,116000000,2360000
460,AGYA G TRD 1.2,Toyota,2019,16.0,Jakarta Utara,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
461,CALYA G 1.2,Toyota,2021,18.0,Bandung,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,142000000,2890000
462,HR-V E 1.5,Honda,2021,39.0,Tangerang Selatan,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,1,282000000,5750000
463,KIJANG INNOVA V 2.0,Toyota,2021,11.0,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,370000000,7540000
464,FORTUNER G TRD 2.5,Toyota,2014,89.0,Jakarta Pusat,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,282000000,5750000
465,HR-V S 1.5,Honda,2017,71.0,Jakarta Timur,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,197000000,4010000
466,CALYA G 1.2,Toyota,2019,72.0,Jakarta Utara,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,126000000,2570000
467,SX4 S-CROSS 1.5,Suzuki,2019,35.0,Jakarta Barat,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,192000000,3910000
468,KARIMUN GS 1.0,Suzuki,2017,94.0,Jakarta Barat,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,92000000,1870000
469,ERTIGA GX 1.4,Suzuki,2018,85.0,Malang,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,160000000,3260000
470,CALYA G 1.2,Toyota,2016,84.0,Tangerang Selatan,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,108000000,2200000
471,TERIOS TX 1.5,Daihatsu,2014,102.0,Jakarta Timur,Manual,even plate,1,0,1,0,0,0,0,0,0,0,0,141000000,2870000
472,SIGRA X 1.2,Daihatsu,2020,38.0,Jakarta Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,131000000,2670000
473,ALMAZ LT LUX 1.5,Wuling,2019,54.0,Jakarta Barat,Automatic,odd plate,0,0,1,0,0,0,0,0,1,0,0,203000000,4139999
474,XENIA R 1.3,Daihatsu,2014,95.0,Bogor,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,116000000,2360000
475,AYLA R 1.2,Daihatsu,2018,61.0,Depok,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,111000000,2260000
476,CITY RS HATCHBACK 1.5,Honda,2021,41.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,262000000,5340000
477,BR-V E 1.5,Honda,2019,75.0,Bogor,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,194000000,3950000
478,CALYA G 1.2,Toyota,2017,68.0,Bogor,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,113000000,2300000
479,ERTIGA SPORT GT 1.5,Suzuki,2019,96.0,Jakarta Utara,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,192000000,3910000
480,IGNIS GL 1.2,Suzuki,2018,30.0,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,126000000,2570000
481,CALYA G 1.2,Toyota,2016,75.0,Tangerang Selatan,Manual,even plate,1,0,0,0,0,0,0,0,0,0,0,106000000,2160000
482,2 GT SKYACTIV 1.5,Mazda,2018,46.0,Depok,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,1,209000000,4260000
483,AVANZA VELOZ 1.5,Toyota,2020,29.0,Bandung,Manual,odd plate,0,0,1,0,0,0,1,0,0,0,0,197000000,4010000
484,AVANZA VELOZ 1.5,Toyota,2021,61.0,Depok,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,222000000,4520000
485,BRIO SATYA E 1.2,Honda,2021,49.0,Jakarta Barat,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,164000000,3340000
486,IGNIS GX 1.2,Suzuki,2019,64.0,Jakarta Pusat,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,141000000,2870000
487,HR-V E 1.5,Honda,2017,62.0,Jakarta Utara,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,219000000,4460000
488,MOBILIO S 1.5,Honda,2020,50.0,Bogor,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,164000000,3340000
489,CALYA G 1.2,Toyota,2019,55.0,Jakarta Utara,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
490,YARIS S TRD 1.5,Toyota,2018,69.0,Jakarta Selatan,Manual,even plate,0,0,1,0,0,1,0,0,0,0,0,183000000,3730000
491,XPANDER ULTIMATE 1.5,Mitsubishi,2017,60.0,Jakarta Barat,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,207000000,4220000
492,CIVIC FB2 1.8,Honda,2015,58.0,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,199000000,4050000
493,RAIZE GR TWO TONE 1.0,Toyota,2021,15.0,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,224000000,4560000
494,CALYA G 1.2,Toyota,2016,103.0,Malang,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,113000000,2300000
495,BRIO SATYA E 1.2,Honda,2018,70.0,Bogor,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,128000000,2610000
496,MOBILIO E 1.5,Honda,2018,52.0,Jakarta Utara,Automatic,even plate,1,0,0,0,0,0,0,1,0,0,0,164000000,3340000
497,HR-V E 1.5,Honda,2019,39.0,Jakarta Utara,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,265000000,5400000
498,XPANDER SPORT 1.5,Mitsubishi,2019,50.0,Bekasi,Manual,even plate,0,0,1,0,0,1,0,0,0,0,0,200000000,4080000
499,BRIO SATYA E 1.2,Honda,2019,41.0,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,154000000,3140000
500,RUSH S TRD SPORTIVO 1.5,Toyota,2020,10.0,Jakarta Barat,Manual,odd plate,0,0,1,0,0,0,0,0,0,0,0,234000000,4770000
501,ERTIGA DREZA 1.4,Suzuki,2017,29.0,Jakarta Barat,Manual,odd plate,0,0,1,0,0,0,0,0,0,0,0,151000000,3080000
502,AGYA G TRD 1.2,Toyota,2020,22.0,Surabaya,Manual,even plate,1,0,0,0,0,0,0,0,0,0,0,130000000,2650000
503,RUSH S GR SPORT 1.5,Toyota,2021,34.0,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,242000000,4930000
504,XL7 ZETA GL 1.5,Suzuki,2020,38.0,Tangerang Selatan,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,188000000,3830000
505,XL7 BETA 1.5,Suzuki,2021,55.0,Bogor,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,208000000,4240000
506,AGYA G 1.2,Toyota,2019,69.0,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,128000000,2610000
507,BRIO SATYA E 1.2,Honda,2018,51.0,Jakarta Barat,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,126000000,2570000
508,BRIO SATYA E 1.2,Honda,2020,55.0,Depok,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,160000000,3260000
509,X-TRAIL URBAN SELECTION 2.5,Nissan,2014,80.0,Depok,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,173000000,3520000
510,CALYA G 1.2,Toyota,2022,5.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,151000000,3080000
511,AYLA X 1.0,Daihatsu,2018,64.0,Bandung,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,99000000,2020000
512,CALYA G 1.2,Toyota,2020,47.0,Bekasi,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,137000000,2790000
513,CALYA G 1.2,Toyota,2020,36.0,Depok,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,142000000,2890000
514,BRIO RS 1.2,Honda,2019,49.0,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,0,0,1,0,0,0,178000000,3630000
515,HR-V E 1.5,Honda,2017,74.0,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,219000000,4460000
516,JUKE 1.5,Nissan,2014,107.0,Bekasi,Automatic,even plate,1,0,1,0,0,0,0,0,0,0,0,146000000,2970000
517,AGYA G TRD 1.2,Toyota,2018,46.0,Jakarta Timur,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,127000000,2590000
518,RUSH S TRD SPORTIVO 1.5,Toyota,2018,35.0,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,214000000,4360000
519,BRIO SATYA E 1.2,Honda,2019,16.0,Bekasi,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,141000000,2870000
520,CALYA G 1.2,Toyota,2016,65.0,Bekasi,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,108000000,2200000
521,AYLA X 1.0,Daihatsu,2014,100.0,Tangerang Selatan,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,84000000,1710000
522,XPANDER ULTIMATE 1.5,Mitsubishi,2018,81.0,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,213000000,4340000
523,ROCKY X 1.2,Daihatsu,2021,40.0,Jakarta Barat,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,191000000,3890000
524,MOBILIO S 1.5,Honda,2018,35.0,Bogor,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,145000000,2950000
525,AVANZA VELOZ 1.5,Toyota,2017,94.0,Bandung,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,164000000,3340000
526,IGNIS GX 1.2,Suzuki,2019,54.0,Tangerang Selatan,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,134000000,2730000
527,AVANZA E 1.3,Toyota,2018,128.0,Depok,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,130000000,2650000
528,SIRION M602RS 1.3,Daihatsu,2017,87.0,Jakarta Barat,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,124000000,2530000
529,AYLA X 1.0,Daihatsu,2018,72.0,Bogor,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,91000000,1850000
530,SIRION M602RS 1.3,Daihatsu,2012,88.0,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,88000000,1790000
531,MOBILIO E 1.5,Honda,2017,63.0,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,154000000,3140000
532,HR-V E 1.5,Honda,2019,59.0,Jakarta Timur,Automatic,even plate,0,0,1,1,0,0,0,0,0,0,0,264000000,5380000
533,KIJANG INNOVA REBORN G 2.4,Toyota,2019,58.0,Bogor,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,340000000,6930000
534,CALYA G 1.2,Toyota,2017,92.0,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,120000000,2440000
535,BRIO SATYA E 1.2,Honda,2019,47.0,Tangerang Selatan,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,156000000,3180000
536,XENIA R STD 1.3,Daihatsu,2019,34.0,Jakarta Barat,Manual,odd plate,1,0,1,0,0,0,0,0,0,0,0,168000000,3420000
537,BR-V E 1.5,Honda,2018,67.0,Bogor,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,184000000,3750000
538,XPANDER ULTIMATE 1.5,Mitsubishi,2019,28.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,222000000,4520000
539,XPANDER ULTIMATE 1.5,Mitsubishi,2018,54.0,Bekasi,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,213000000,4340000
540,FORTUNER G 2.5,Toyota,2014,95.0,Depok,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,274000000,5580000
541,MARCH L 1.2,Nissan,2016,90.0,Bogor,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,112000000,2280000
542,SX4 S-CROSS 1.5,Suzuki,2018,93.0,Tangerang Selatan,Automatic,even plate,1,0,1,0,0,0,0,0,0,0,0,184000000,3750000
543,YARIS S TRD 1.5,Toyota,2021,15.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,244000000,4970000
544,SIENTA Q 1.5,Toyota,2017,58.0,Jakarta Pusat,Automatic,even plate,0,0,1,0,0,0,0,0,0,1,0,187000000,3810000
545,CALYA G 1.2,Toyota,2019,54.0,Jakarta Utara,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,121000000,2470000
546,KARIMUN GL 1.0,Suzuki,2015,67.0,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,86000000,1750000
547,ROCKY R 1.0,Daihatsu,2021,37.0,Bandung,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,220000000,4480000
548,CROSS 1.2,Datsun,2018,49.0,Bogor,Automatic,odd plate,0,0,0,0,0,1,0,0,0,0,0,112000000,2280000
549,BRIO SATYA S 1.2,Honda,2016,29.0,Jakarta Timur,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,112000000,2280000
550,GRAND LIVINA SV 1.5,Nissan,2013,109.0,Bogor,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,95000000,1940000
551,BR-V PRESTIGE 1.5,Honda,2020,44.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,214000000,4360000
552,2 GT SKYACTIV 1.5,Mazda,2015,66.0,Jakarta Barat,Automatic,even plate,1,0,0,0,1,0,0,0,0,0,0,181000000,3690000
553,XPANDER ULTIMATE 1.5,Mitsubishi,2018,63.0,Jakarta Pusat,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,210000000,4280000
554,ALMAZ LT LUX 1.5,Wuling,2019,49.0,Bekasi,Automatic,odd plate,0,0,0,1,0,0,0,0,1,0,0,204000000,4160000
555,X-TRAIL 2.5,Nissan,2015,68.0,Bogor,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,209000000,4260000
556,COLT L300 PICK UP 2.5,Mitsubishi,2022,1.0,Jakarta Utara,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,177000000,3610000
557,SX4 S-CROSS 1.5,Suzuki,2016,77.0,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,160000000,3260000
558,BRIO SATYA E 1.2,Honda,2017,65.0,Bekasi,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,132000000,2690000
559,PAJERO SPORT DAKAR 4X2 2.4,Mitsubishi,2016,29.0,Tangerang Selatan,Automatic,even plate,0,1,0,1,0,0,0,0,0,0,0,404000000,8230000
560,FREED E 1.5,Honda,2010,170.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,0,0,1,0,129000000,2630000
561,SX4 S-CROSS 1.5,Suzuki,2022,10.0,Tangerang Selatan,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,241000000,4910000
562,AVANZA G 1.3,Toyota,2018,25.0,Jakarta Barat,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,160000000,3260000
563,CX-5 ELITE 2.5,Mazda,2019,29.0,Bandung,Automatic,even plate,0,1,1,0,0,0,0,0,0,0,0,433000000,8820000
564,SIENTA G 1.5,Toyota,2017,71.0,Depok,Automatic,even plate,1,0,0,0,0,0,0,0,0,1,0,163000000,3320000
565,SIGRA M 1.0,Daihatsu,2019,19.0,Jakarta Utara,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,109000000,2220000
566,SIGRA R 1.2,Daihatsu,2022,9.0,Jakarta Pusat,Manual,even plate,1,0,0,0,0,0,0,0,0,0,0,136000000,2770000
567,BRIO SATYA E 1.2,Honda,2016,98.0,Jakarta Pusat,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,118000000,2400000
568,BRIO SATYA E 1.2,Honda,2018,61.0,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,1,0,0,0,142000000,2890000
569,2 R 1.5,Mazda,2019,38.0,Jakarta Utara,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,220000000,4480000
570,AGYA G TRD SPORTIVO 1.2,Toyota,2021,40.0,Jakarta Barat,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,147000000,3000000
571,GRAND LIVINA HIGHWAY STAR 1.5,Nissan,2015,60.0,Bogor,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,131000000,2670000
572,X-TRAIL 2.0,Nissan,2016,62.0,Jakarta Barat,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,199000000,4050000
573,CR-V TURBO PRESTIGE 1.5,Honda,2018,85.0,Jakarta Selatan,Automatic,odd plate,0,1,0,0,0,0,0,0,0,0,0,382000000,7780000
574,AVANZA G 1.3,Toyota,2014,104.0,Bekasi,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
575,3 20I (CKD) 2.0,BMW,2019,48.0,Jakarta Selatan,Automatic,even plate,0,0,0,0,1,0,0,1,0,0,0,446000000,9090000
576,MARCH 1.5,Nissan,2015,37.0,Jakarta Utara,Manual,even plate,0,0,1,0,0,0,1,0,0,0,0,113000000,2300000
577,CARRY PICK UP 1.5,Suzuki,2021,12.0,Bekasi,Manual,odd plate,1,0,0,0,0,0,0,0,0,0,0,118000000,2400000
578,AGYA G 1.0,Toyota,2015,58.0,Bandung,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,100000000,2040000
579,IGNIS GX 1.2,Suzuki,2019,21.0,Jakarta Utara,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,145000000,2950000
580,SIGRA R STD 1.2,Daihatsu,2019,41.0,Jakarta Barat,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
581,KIJANG INNOVA REBORN G 2.0,Toyota,2019,44.0,Bogor,Automatic,odd plate,1,0,0,0,0,0,0,1,0,0,0,278000000,5660000
582,MARCH 1.2,Nissan,2016,72.0,Jakarta Barat,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,101000000,2060000
583,BRIO E 1.3,Honda,2012,89.0,Jakarta Pusat,Manual,odd plate,0,0,0,0,0,0,0,0,0,0,0,102000000,2080000
584,SIGRA R STD 1.2,Daihatsu,2018,13.0,Bekasi,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,117000000,2380000
585,XPANDER ULTIMATE 1.5,Mitsubishi,2019,52.0,Jakarta Barat,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,1,222000000,4520000
586,AVANZA G 1.3,Toyota,2011,67.0,Tangerang Selatan,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,100000000,2040000
587,BRIO RS 1.2,Honda,2016,41.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,142000000,2890000
588,BRIO RS 1.2,Honda,2018,55.0,Bekasi,Automatic,even plate,0,0,1,0,0,0,0,1,0,0,0,155000000,3160000
589,MOBILIO E 1.5,Honda,2017,94.0,Jakarta Utara,Automatic,even plate,1,0,0,0,0,0,0,1,0,0,0,159000000,3240000
590,RUSH S TRD SPORTIVO 1.5,Toyota,2019,40.0,Bogor,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,224000000,4560000
591,SIENTA Q 1.5,Toyota,2017,67.0,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,0,0,0,0,1,0,191000000,3890000
592,SIGRA R DLX 1.2,Daihatsu,2017,58.0,Depok,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,121000000,2470000
593,XL7 ZETA GL 1.5,Suzuki,2020,35.0,Jakarta Utara,Automatic,odd plate,1,0,0,0,0,0,0,0,0,0,0,192000000,3910000
594,BRIO SATYA E 1.2,Honda,2020,19.0,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,1,0,0,0,165000000,3360000
595,RUSH S TRD SPORTIVO 1.5,Toyota,2018,81.0,Jakarta Selatan,Automatic,even plate,0,0,1,0,0,1,0,0,0,0,0,210000000,4280000
596,CARRY PICK UP 1.5,Suzuki,2022,14.0,Depok,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,110000000,2240000
597,IGNIS GX 1.2,Suzuki,2017,82.0,Jakarta Utara,Automatic,odd plate,0,0,1,0,0,0,1,0,0,0,0,131000000,2670000
598,2 GT 1.5,Mazda,2016,53.0,Tangerang Selatan,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,184000000,3750000
599,XL7 ALPHA 1.5,Suzuki,2020,53.0,Jakarta Timur,Automatic,even plate,0,0,1,0,0,0,1,0,0,0,0,218000000,4440000
600,LIVINA VL 1.5,Nissan,2019,39.0,Jakarta Timur,Automatic,odd plate,0,0,1,0,0,1,0,0,0,0,0,202000000,4120000
601,FREED S 1.5,Honda,2013,92.0,Tangerang Selatan,Automatic,even plate,0,0,0,0,0,0,0,0,0,0,0,158000000,3220000
602,AGYA G 1.2,Toyota,2018,61.0,Bogor,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,122000000,2490000
603,AVANZA VELOZ 1.5,Toyota,2020,50.0,Bogor,Automatic,odd plate,1,0,1,0,0,0,0,0,0,0,0,204000000,4160000
604,RAIZE GR SPORT TSS 1.0,Toyota,2021,32.0,Bogor,Automatic,odd plate,0,0,1,0,0,0,0,0,0,0,0,234000000,4770000
605,AGYA G TRD 1.2,Toyota,2019,26.0,Jakarta Utara,Automatic,odd plate,0,0,0,0,0,0,0,0,0,0,0,136000000,2770000
606,STARGAZER PRIME 1.5,Hyundai,2022,3.0,Bogor,Automatic,even plate,0,0,1,0,0,0,0,0,0,0,0,246000000,5010000
607,CALYA G 1.2,Toyota,2017,34.0,Jakarta Utara,Manual,even plate,0,0,0,0,0,0,0,0,0,0,0,116000000,2360000
608,XENIA R SPORTY 1.3,Daihatsu,2017,91.0,Bogor,Manual,even plate,1,0,0,0,0,0,0,0,0,0,0,149000000,3040000
